Tên công việc,Mức lương,Khu vực tuyển,Cấp bậc,Số lượng tuyển,Hình thức làm việc,Yêu cầu bằng cấp,Yêu cầu kinh nghiệm,Ngành nghề,Quy mô công ty,Loại công ty
Bạc Liêu - Giám Sát Bán Hàng,17.0,Bạc Liêu,Quản lý nhóm- giám sát,2,Toàn thời gian cố định,Trung cấp,1 năm,Bán sỉ - Bán lẻ - Quản lý cửa hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Kỹ Thuật Điện Ô Tô,11.0,"Bình Dương, TP.HCM, Đồng Nai",Chuyên viên- nhân viên,2,Toàn thời gian cố định,Trung cấp,2 năm,Điện - Điện tử - Điện lạnh/Cơ khí - Ô tô - Tự động hóa/Vận hành - Bảo trì - Bảo dưỡng,Trên 300 người,1
Nhân Viên Biết Tiếng Nhật - Hỗ Trợ Nghiệp Vụ Quảng Cáo Internet Nhật Bản,15.0,TP.HCM,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Không,Chưa có kinh nghiệm,Biên phiên dịch/Thông tin - Truyền thông - Quảng cáo/Hành chính - Thư ký,150 - 300 người,1
Nhân Viên Nhân Sự Thông Thạo Tiếng Trung,11.5,Bắc Ninh,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Trung học,1 năm,Nhân sự/Hành chính - Thư ký,10 - 150 người,1
Nhân Viên Bếp Dimsum Nhà Hàng Đài Loan,13.0,TP.HCM,Chuyên viên- nhân viên,20,Toàn thời gian cố định,Không,Dưới 1 năm,Khách sạn - Nhà hàng - Du lịch/Thực phẩm - Đồ uống/Lao động phổ thông,Trên 300 người,2
[Hà Nội] Phó Phòng Dự Án,18.5,Hà Nội,Quản lý cấp trung,1,Toàn thời gian cố định,Đại học,3 năm,Xây dựng/Quản lý dự án/Kiến trúc - Thiết kế nội ngoại thất,Trên 300 người,2
Content Marketing Executive,8.5,TP.HCM,Chuyên viên- nhân viên,1,Bán thời gian cố định,Đại học,2 năm,Marketing/Thông tin - Truyền thông - Quảng cáo/Thiết kế - Sáng tạo nghệ thuật,Dưới 10 người,1
Nhân Viên Bảo Trì Xe Nâng Điện,10.5,TP.HCM,Chuyên viên- nhân viên,1,Toàn thời gian cố định,Trung cấp,1 năm,Vận hành - Bảo trì - Bảo dưỡng/Điện - Điện tử - Điện lạnh/Khoa học - Kỹ thuật,Trên 300 người,1
Nhân Viên Phát Triển Thị Trường - Đi Làm Ngay,13.5,TP.HCM,Chuyên viên- nhân viên,20,Toàn thời gian cố định,Trung cấp,1 năm,Bán hàng - Kinh doanh/Thực phẩm - Đồ uống/Bán sỉ - Bán lẻ - Quản lý cửa hàng,150 - 300 người,2
Nhân Viên Tư Vấn Chốt Đơn - Telesale (Kv Tân Bình - Thu Nhập Từ 14 -25 Triệu / Tháng),19.5,TP.HCM,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,1 năm,Bán sỉ - Bán lẻ - Quản lý cửa hàng/Bán hàng - Kinh doanh/Chăm sóc khách hàng,Trên 300 người,2
Nhân Viên Tư Vấn Ngân Hàng Quốc Tế (Thu Nhập Lên Đến 30 Triệu),18.0,TP.HCM,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung học,Dưới 1 năm,Bán hàng - Kinh doanh/Tài chính - Đầu tư - Chứng Khoán/Ngân hàng,Trên 300 người,2
"Nhân Viên Kinh Doanh Thị Trường [ Bình Phước, Quảng Nam, Lào Cai]",11.0,"Bình Phước, Quảng Nam, Lào Cai, Thừa Thiên Huế, Hà Nội, Nghệ An",Chuyên viên- nhân viên,15,Toàn thời gian cố định,Trung học,Chưa có kinh nghiệm,Bán hàng - Kinh doanh/Lao động phổ thông,Trên 300 người,1
Nhân Viên Kinh Doanh Phụ Tùng Máy (Lĩnh Vực Công Nghệ Thực Phẩm),17.5,TP.HCM,Chuyên viên- nhân viên,1,Toàn thời gian cố định,Cao đẳng,2 năm,Bán hàng - Kinh doanh/Điện - Điện tử - Điện lạnh/Cơ khí - Ô tô - Tự động hóa,150 - 300 người,1
Quản Lý Kinh Doanh,17.5,Bình Dương,Quản lý cấp trung,1,Toàn thời gian cố định,Cao đẳng,3 năm,Bán hàng - Kinh doanh/Bán sỉ - Bán lẻ - Quản lý cửa hàng/Xuất Nhập Khẩu,10 - 150 người,2
Sales Rep Mt Hà Nội (Nữ),10.75,Hà Nội,Chuyên viên- nhân viên,3,Toàn thời gian cố định,Trung học,1 năm,Bán sỉ - Bán lẻ - Quản lý cửa hàng/Bán hàng - Kinh doanh/Chăm sóc khách hàng,10 - 150 người,1
Nhân Viên Trợ Lý Tổng Giám Đốc (Biết Tiếng Trung) - Bình Thạnh (Landmark 5),15.0,TP.HCM,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Đại học,1 năm,Hành chính - Thư ký/Biên phiên dịch/Bán hàng - Kinh doanh,Dưới 10 người,1
Giáo Viên Tin Học,16.0,TP.HCM,Chuyên viên- nhân viên,4,Toàn thời gian cố định,Đại học,1 năm,Giáo dục - Đào tạo/IT Phần cứng - Mạng,Trên 300 người,2
Bác Sĩ Gây Mê Hồi Sức,75.0,TP.HCM,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Đại học,5 năm,Y tế - Chăm sóc sức khỏe/Nghề nghiệp khác,10 - 150 người,1
Nhân Viên Văn Phòng Tiếng Anh / Tiếng Trung,8.0,TP.HCM,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung cấp,Dưới 1 năm,Hành chính - Thư ký/Nghề nghiệp khác/Dệt may - Da giày - Thời trang,150 - 300 người,1
Nhân Viên Phát Triển Thị Trường (Trình Dược Viên),20.0,"Long An, Bến Tre, Kiên Giang, An Giang, Bình Thuận, Lâm Đồng, Bình Định, Phú Yên, TP.HCM, Bình Dương",Chuyên viên- nhân viên,10,Toàn thời gian cố định,Cao đẳng,Chưa có kinh nghiệm,Bán sỉ - Bán lẻ - Quản lý cửa hàng/Bán hàng - Kinh doanh/Y tế - Chăm sóc sức khỏe,10 - 150 người,2
Nhân Viên Tuyển Dụng - Quản Lý Idol,13.5,Hà Nội,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung cấp,Dưới 1 năm,Nhân sự/Marketing/Thông tin - Truyền thông - Quảng cáo,10 - 150 người,1
Nhân Viên Kinh Doanh Thu Nhập Từ 10 Triệu_Đi Làm Ngay,15.0,TP.HCM,Chuyên viên- nhân viên,3,Toàn thời gian cố định,Cao đẳng,1 năm,Bán hàng - Kinh doanh/Xuất bản - In ấn,10 - 150 người,1
Nhân Viên Lái Xe,10.5,Hà Nội,Chuyên viên- nhân viên,1,Toàn thời gian cố định,Không,2 năm,Vận Tải - Lái xe - Giao nhận/Lao động phổ thông,Dưới 10 người,1
Nhân Viên Phòng Tư Vấn Đầu Tư (Biết Tiếng Nhật),16.0,Hà Nội,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Đại học,1 năm,Bán hàng - Kinh doanh/Luật - Pháp Lý - Tuân thủ/Biên phiên dịch,10 - 150 người,1
Kế Toán Tổng Hợp,12.0,TP.HCM,Chuyên viên- nhân viên,1,Toàn thời gian cố định,Cao đẳng,2 năm,Kế toán/Kiểm toán/Y tế - Chăm sóc sức khỏe,10 - 150 người,1
Phiên Dịch Viên Tiếng Hàn,22.5,Bắc Ninh,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Đại học,2 năm,Biên phiên dịch/Sản xuất - Lắp ráp - Chế biến/Nhân sự,10 - 150 người,2
(Quận 2- Quận 7) Nhân Viên Bếp Bánh Sandwich Fulltime,6.5,TP.HCM,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Không,Chưa có kinh nghiệm,Thực phẩm - Đồ uống/Khách sạn - Nhà hàng - Du lịch/Lao động phổ thông,150 - 300 người,1
Nhân Viên Điều Hành Tour Du Lịch,11.5,TP.HCM,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Trung cấp,1 năm,Khách sạn - Nhà hàng - Du lịch/Bán hàng - Kinh doanh/Chăm sóc khách hàng,10 - 150 người,2
Kế Toán Bán Hàng - Hưng Yên,8.5,Hưng Yên,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Đại học,5 năm,Kế toán/Kiểm toán/Bán hàng - Kinh doanh,Dưới 10 người,1
Nhân Viên Kinh Doanh Lương 15 Triệu Tại HCM,11.5,TP.HCM,Chuyên viên- nhân viên,3,Toàn thời gian cố định,Cao đẳng,1 năm,Bán hàng - Kinh doanh/Bán sỉ - Bán lẻ - Quản lý cửa hàng/Chăm sóc khách hàng,150 - 300 người,1
Nhân Viên Vận Hành Sàn Thương Mại Điện Tử (E Commerce),12.0,TP.HCM,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Đại học,1 năm,Marketing/Bán sỉ - Bán lẻ - Quản lý cửa hàng/Thông tin - Truyền thông - Quảng cáo,10 - 150 người,1
Kế Toán Tổng Hợp (Có Kinh Nghiệm),13.5,Hà Nội,Chuyên viên- nhân viên,1,Toàn thời gian cố định,Cao đẳng,4 năm,Kế toán/Kiểm toán/Nghề nghiệp khác,10 - 150 người,1
Nhân Viên QC Xây Dựng,12.5,Hà Nội,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Đại học,1 năm,Xây dựng/Khoa học - Kỹ thuật/Quản lý dự án,10 - 150 người,2
Trưởng Nhóm Kinh Doanh (Nam),20.0,Hà Nội,Quản lý nhóm- giám sát,2,Toàn thời gian cố định,Đại học,2 năm,Bán hàng - Kinh doanh/Dệt may - Da giày - Thời trang/Chăm sóc khách hàng,10 - 150 người,1
Kế Toán Nội Bộ Tại Hà Nội - Đi Làm Ngay,9.5,Hà Nội,Chuyên viên- nhân viên,1,Toàn thời gian cố định,Cao đẳng,2 năm,Kế toán/Kiểm toán,10 - 150 người,2
Nhân Viên Thiết Kế,12.5,Hà Nội,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Đại học,3 năm,Điện - Điện tử - Điện lạnh/Xây dựng/Kiến trúc - Thiết kế nội ngoại thất,Dưới 10 người,2
Nhân Viên Telesales - Tư Vấn Tài Chính (Thu Nhập Từ 10 - 20 Triệu),15.0,TP.HCM,Chuyên viên- nhân viên,20,Toàn thời gian cố định,Trung học,Chưa có kinh nghiệm,Ngân hàng/Chăm sóc khách hàng/Bán hàng - Kinh doanh,Trên 300 người,1
Nhân Viên Kinh Doanh Nội Thất (Phỏng Vấn Đi Làm Ngay),21.0,TP.HCM,Chuyên viên- nhân viên,3,Toàn thời gian cố định,Trung cấp,1 năm,Bán hàng - Kinh doanh/Kiến trúc - Thiết kế nội ngoại thất/Chăm sóc khách hàng,150 - 300 người,1
Nhân Viên Kinh Doanh (Nữ),18.5,TP.HCM,Chuyên viên- nhân viên,3,Toàn thời gian cố định,Trung cấp,Dưới 1 năm,Bán hàng - Kinh doanh/Chăm sóc khách hàng/Thực phẩm - Đồ uống,10 - 150 người,1
Chuyên Viên Kinh Doanh - Nguyên Phụ Liệu Ngành May,15.0,TP.HCM,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Không,Dưới 1 năm,Bán hàng - Kinh doanh/Chăm sóc khách hàng/Dệt may - Da giày - Thời trang,10 - 150 người,1
Kỹ Sư Thiết Kế Tàu Thủy,9.5,Khánh Hòa,Chuyên viên- nhân viên,20,Toàn thời gian cố định,Đại học,Chưa có kinh nghiệm,Khoa học - Kỹ thuật,Trên 300 người,1
Kỹ Sư Xây Dựng / QS;QC _ Khối Dự Án,17.5,"Hải Dương, Hưng Yên, Hải Phòng",Chuyên viên- nhân viên,50,Toàn thời gian cố định,Đại học,5 năm,Xây dựng/Quản lý tiêu chuẩn và chất lượng,Trên 300 người,2
Nhân viên Telesales Chuyên Nghiệp (Thu Nhập Tới 30 Triệu / Tháng),22.5,Hà Nội,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Không,2 năm,Bán hàng - Kinh doanh/Chăm sóc khách hàng/Bán sỉ - Bán lẻ - Quản lý cửa hàng,10 - 150 người,1
Nhân Viên Kỹ Thuật Thiết Kế Tại Văn Phòng,11.5,Hải Dương,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Cao đẳng,2 năm,Kiến trúc - Thiết kế nội ngoại thất/Xây dựng/Thiết kế - Sáng tạo nghệ thuật,10 - 150 người,2
Nhân Viên Telesale - Chốt Data Nóng,12.5,Hà Nội,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Trung cấp,Chưa có kinh nghiệm,Bán hàng - Kinh doanh/Chăm sóc khách hàng/Hành chính - Thư ký,Trên 300 người,2
Cửa Hàng Trưởng Trung Tâm Trang Sức Tại Lào Cai,20.0,Lào Cai,Quản lý nhóm- giám sát,1,Toàn thời gian cố định,Đại học,3 năm,Bán sỉ - Bán lẻ - Quản lý cửa hàng/Dệt may - Da giày - Thời trang/Bán hàng - Kinh doanh,Trên 300 người,2
Chuyên Viên Tư Vấn Bảo Hiểm Kênh Ngân Hàng Vietinbank (Lương Cơ Bản + Hoa Hồng),15.0,"TP.HCM, Đồng Tháp, Lâm Đồng, Hà Nội",Chuyên viên- nhân viên,10,Toàn thời gian cố định,Cao đẳng,1 năm,Bán hàng - Kinh doanh/Chăm sóc khách hàng/Ngân hàng,150 - 300 người,1
Nhân Viên Tư Vấn Tín Dụng Kênh Trả Góp - Toàn Quốc,15.0,"Hà Nội, Bắc Ninh, Hải Phòng, Phú Thọ, Hải Dương, Hưng Yên, Quảng Ninh, Thái Bình, Thái Nguyên, Thanh Hóa",Chuyên viên- nhân viên,100,Toàn thời gian cố định,Trung học,1 năm,Bán hàng - Kinh doanh/Tài chính - Đầu tư - Chứng Khoán/Ngân hàng,Trên 300 người,1
Nhân Viên Kinh Doanh,15.0,TP.HCM,Chuyên viên- nhân viên,6,Toàn thời gian cố định,Trung cấp,Dưới 1 năm,Xuất bản - In ấn/Bán hàng - Kinh doanh/Xuất Nhập Khẩu,10 - 150 người,1
Nhân Viên Môi Trường,9.0,Long An,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Cao đẳng,1 năm,Môi trường - Xử lý chất thải,10 - 150 người,2
Kỹ Sư Điện- Điện Tự Động,10.0,Khánh Hòa,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Đại học,1 năm,Điện - Điện tử - Điện lạnh/Khoa học - Kỹ thuật,Trên 300 người,2
Giáo Viên Mầm Non Vinschool HCM,13.5,TP.HCM,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Cao đẳng,Chưa có kinh nghiệm,Giáo dục - Đào tạo/Thực tập sinh,Trên 300 người,2
"Nhân Viên Kinh Doanh Lương 10 - 20 Triệu Không Yêu Cầu Kinh Nghiệm Làm Việc Tại Hà Nội, Vinh",15.0,"Hà Nội, Nghệ An",Chuyên viên- nhân viên,3,Toàn thời gian cố định,Trung cấp,Chưa có kinh nghiệm,Bán hàng - Kinh doanh/Bán sỉ - Bán lẻ - Quản lý cửa hàng/Chăm sóc khách hàng,10 - 150 người,2
Kế Toán Giá Thành - Đi Làm Ngay,14.5,Bình Dương,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Cao đẳng,2 năm,Kế toán/Kiểm toán/Tài chính - Đầu tư - Chứng Khoán,10 - 150 người,1
Nhân Viên Kinh Doanh Bao Bì,11.5,TP.HCM,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Trung cấp,1 năm,Bán hàng - Kinh doanh/Marketing/Sản xuất - Lắp ráp - Chế biến,10 - 150 người,1
Nhân Viên Vận Hành Sàn Thương Mại Điện Tử (Tiktok) Tại Trung Hòa - Cầu Giấy,20.0,Hà Nội,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Cao đẳng,1 năm,Marketing/Bán hàng - Kinh doanh/Bán sỉ - Bán lẻ - Quản lý cửa hàng,Trên 300 người,2
Nhân Viên Kinh Doanh,14.5,TP.HCM,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Cao đẳng,2 năm,Bán hàng - Kinh doanh/Chăm sóc khách hàng/Bán sỉ - Bán lẻ - Quản lý cửa hàng,10 - 150 người,2
Đà Nẵng - Engineering Technician (Automation),14.0,Đà Nẵng,Chuyên viên- nhân viên,1,Toàn thời gian cố định,Đại học,1 năm,Vận hành - Bảo trì - Bảo dưỡng/Cơ khí - Ô tô - Tự động hóa,Trên 300 người,1
Nhân Viên Kinh Doanh - Chuyên Viên Tư Vấn,15.0,Hà Nội,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Cao đẳng,1 năm,Chăm sóc khách hàng/Bán hàng - Kinh doanh/Giáo dục - Đào tạo,10 - 150 người,2
Nhân Viên Tư Vấn Tài Chính - Miền Bắc,12.5,"Hà Nội, Bắc Ninh, Bắc Giang",Chuyên viên- nhân viên,100,Toàn thời gian cố định,Trung học,Chưa có kinh nghiệm,Bán hàng - Kinh doanh/Chăm sóc khách hàng/Ngân hàng,Trên 300 người,1
[Quận Thanh Xuân - Hà Nội] Nhân Viên Tư Vấn Qua Điện Thoại ,12.5,Hà Nội,Chuyên viên- nhân viên,100,Toàn thời gian cố định,Trung học,Chưa có kinh nghiệm,Bán hàng - Kinh doanh/Chăm sóc khách hàng/Tài chính - Đầu tư - Chứng Khoán,Trên 300 người,1
Nhân Viên Kỹ Thuật Tòa Nhà (Ưu Tiên Ứng Viên Đi Làm Ngay),9.0,Hà Nội,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Cao đẳng,1 năm,Vận hành - Bảo trì - Bảo dưỡng/Khoa học - Kỹ thuật/Điện - Điện tử - Điện lạnh,10 - 150 người,2
Chuyên Viên Điều Hành Vận Tải Phú Quốc,16.5,Kiên Giang,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Cao đẳng,2 năm,Vận Tải - Lái xe - Giao nhận/Thu mua - Kho Vận - Chuỗi cung ứng/Vận hành - Bảo trì - Bảo dưỡng,Trên 300 người,1
Nhân Viên Kỹ Thuật Điện Dân Dụng,10.0,TP.HCM,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Trung cấp,1 năm,Khoa học - Kỹ thuật/Điện - Điện tử - Điện lạnh/Sản xuất - Lắp ráp - Chế biến,Dưới 10 người,1
Nhân Viên Bán Hàng,8.0,Hà Nội,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Không,Dưới 1 năm,Bán hàng - Kinh doanh/Nghề nghiệp khác/Marketing,10 - 150 người,2
Nhân Viên Kinh Doanh Phát Triển Thị Trường,11.5,TP.HCM,Chuyên viên- nhân viên,5,Toàn thời gian cố định,Không,Chưa có kinh nghiệm,Bán hàng - Kinh doanh,10 - 150 người,1
Nhân Viên Tư Vấn Bán Hàng,10.5,"Hà Nội, Hưng Yên",Chuyên viên- nhân viên,5,Toàn thời gian cố định,Cao đẳng,1 năm,Bán hàng - Kinh doanh,10 - 150 người,2
Thợ Tiện Máy CNC,15.0,Hà Nội,Chuyên viên- nhân viên,3,Toàn thời gian cố định,Không,1 năm,Lao động phổ thông/Cơ khí - Ô tô - Tự động hóa/Vận hành - Bảo trì - Bảo dưỡng,Dưới 10 người,1
Phụ Trách Thương Vụ+ Logistic + Thủ Tục Hải Quan,12.5,Hải Phòng,Chuyên viên- nhân viên,4,Toàn thời gian cố định,Đại học,1 năm,Xuất Nhập Khẩu/Nghề nghiệp khác/Marketing,10 - 150 người,1
Vietinbank Miền Bắc & Miền Trung - Chuyên Viên Tư Vấn Bảo Hiểm Làm Việc Tại Ngân Hàng,15.0,"Hà Nội, Lâm Đồng, Quảng Ninh, Thái Nguyên, Lào Cai, Điện Biên",Chuyên viên- nhân viên,10,Toàn thời gian cố định,Trung cấp,1 năm,Bán hàng - Kinh doanh/Chăm sóc khách hàng/Ngân hàng,150 - 300 người,1
Nhân Viên Tư Vấn Bảo Hiểm,15.0,Hà Nội,Chuyên viên- nhân viên,30,Toàn thời gian cố định,Cao đẳng,Chưa có kinh nghiệm,Bán hàng - Kinh doanh/Bảo hiểm/Ngân hàng,Trên 300 người,1
Nhân Viên Tư Vấn Sản Phẩm Bảo Hiểm Tại Vietinbank Hà Nội,15.0,Hà Nội,Chuyên viên- nhân viên,10,Toàn thời gian cố định,Cao đẳng,1 năm,Bán hàng - Kinh doanh/Chăm sóc khách hàng/Bảo hiểm,150 - 300 người,1
Chuyên Viên Tư Vấn Đầu Tư,17.5,"Bà Rịa - Vũng Tàu, Cần Thơ, TP.HCM, Khánh Hòa, Quảng Bình, Quảng Trị, Thừa Thiên Huế, Đắk Lắk, Bình Định, Đà Nẵng",Chuyên viên- nhân viên,15,Toàn thời gian cố định,Cao đẳng,1 năm,Bán hàng - Kinh doanh/Tài chính - Đầu tư - Chứng Khoán/Hành chính - Thư ký,Trên 300 người,1
Nhân Viên Kinh Doanh,8.5,TP.HCM,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Trung cấp,Chưa có kinh nghiệm,Bán hàng - Kinh doanh/Bán sỉ - Bán lẻ - Quản lý cửa hàng/Hành chính - Thư ký,10 - 150 người,1
Nhân Viên Kinh Doanh Kênh OTC,20.0,Hà Nội,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Trung cấp,1 năm,Dược phẩm/Bán hàng - Kinh doanh/Bán sỉ - Bán lẻ - Quản lý cửa hàng,10 - 150 người,1
Nhân Viên Xuất Nhập Khẩu,11.0,Hà Nội,Chuyên viên- nhân viên,1,Toàn thời gian cố định,Đại học,1 năm,Bán hàng - Kinh doanh/Bán sỉ - Bán lẻ - Quản lý cửa hàng/Xuất Nhập Khẩu,10 - 150 người,1
Nhân Viên Kinh Doanh Ngành Nhựa - (Sale Executive),22.5,Bình Dương,Chuyên viên- nhân viên,2,Toàn thời gian cố định,Cao đẳng,2 năm,Bán hàng - Kinh doanh/Bán sỉ - Bán lẻ - Quản lý cửa hàng/Chăm sóc khách hàng,10 - 150 người,1
Nhân Viên Kinh Doanh Dầu Nhớt,9.5,Đà Nẵng,Chuyên viên- nhân viên,3,Toàn thời gian cố định,Cao đẳng,2 năm,Bán hàng - Kinh doanh/Chăm sóc khách hàng/Bán sỉ - Bán lẻ - Quản lý cửa hàng,10 - 150 người,1
Giáo Viên Tiếng Anh,10.5,TP.HCM,Chuyên viên- nhân viên,4,Toàn thời gian cố định,Đại học,1 năm,Giáo dục - Đào tạo,10 - 150 người,1
